Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1,0.09370131947112526,-0.2600082017475405,-0.21836324211149408,0.5893374838655296,-0.5534017842239556,1.0141565693592596,0.8542164061945855,0.46158167478570367,0.5271571786005101,-0.29625542049889897,-0.9834207514743147,-0.5918746764998263,-0.8285163821912702,1.128812901303755,-0.10373984634010545,0.33132136764678805,1.0889491492588095,-0.25057712375614205,0.7755597937416387,1.1848484725350497,0.17423857385404362,-0.17119046783232508,0.9150804946148744,-1.005546021693475,0.9854269290428305,0.20274675055087932,0.24934148334316114,-0.7795542666459392,0.20229364267951325,-0.34961195567715647,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,-1.605319439332295,0.14608392279994858,12.109010932687042,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,-0.8762976395413752,0.4171437726497202,-0.10706671949946373,-0.16596285465178706,2.230250799579249,0.10052797594082537,-0.4765620616214351,-0.5948202508352379,1.1202395601585422,-0.29625542049889897,-0.6787271682150016,0.40959829271259435,0.2219351153102279,-0.8113888735245582,-0.10373984634010545,-0.5295790553446088,-0.8511493350398418,3.8885857353267976,0.7755597937416387,-0.7992907718352839,0.17423857385404362,-0.17119046783232508,-0.3471645587817259,0.5444776845575268,-0.10484421020135871,0.20274675055087932,-0.2220229700438589,1.5578950322112723,-0.7313112500666846,-0.34961195567715647,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,-0.493560945633221,-0.6056864183781471,12.31716669303576,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,0.09370131947112526,-0.1245778068680884,0.05261959555257982,0.5893374838655296,-0.5534017842239556,0.9464803772541904,0.8049283147939922,0.27832827952492806,0.04745819351680788,-0.29625542049889897,-0.337652261581442,-0.43400701632841027,-0.6629279687920193,1.1560756897088365,-0.10373984634010545,0.47736697511854287,1.0889491492588095,-0.25057712375614205,0.7755597937416387,1.1848484725350497,0.17423857385404362,-0.17119046783232508,-0.3471645587817259,0.5444776845575268,0.9046661039136313,0.20274675055087932,0.5707263379252202,-0.7795542666459392,-0.08850132391356477,-0.34961195567715647,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,0.9887837126322109,0.14608392279994858,11.84939770159144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,0.33620105922425036,-0.48572552654662743,-0.11190569874346504,0.5893374838655296,-0.5534017842239556,-1.9635958832637854,-0.7722906100249952,-0.5948202508352379,-0.5412632881768268,-0.29625542049889897,-0.09662599422705993,-0.8385428955176639,-0.5568478914581242,0.9061667959955877,-0.10373984634010545,0.3447729367560286,1.0889491492588095,-0.25057712375614205,-1.0513750725018693,-0.7992907718352839,0.17423857385404362,-0.17119046783232508,0.28395796791657424,0.5444776845575268,0.7835248662198325,1.7799278682083002,0.7528444221883871,-0.7795542666459392,-0.19563631160575143,4.1225112280886735,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,-1.605319439332295,-1.3574567595562428,12.429216196844383,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5,0.09370131947112526,0.5977176324889897,0.34392614604145927,1.3446378223828463,-0.5534017842239556,0.9126422812016558,0.7063521319928054,1.2916117592021576,0.41595423205837917,-0.29625542049889897,-0.21031762977157978,0.12099647646172434,-0.08078120293527773,1.5809208090213593,-0.10373984634010545,1.2690878998338453,1.0889491492588095,-0.25057712375614205,0.7755597937416387,1.1848484725350497,1.4622563186977475,-0.17119046783232508,1.5462030213131746,0.5444776845575268,0.8642856913490317,1.7799278682083002,1.7919887853370449,0.7264533353023315,0.554308602239555,-0.34961195567715647,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,2.100542206331285,0.14608392279994858,11.870599909242044,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,-0.14879842028199985,0.642861097448807,0.3298931062338554,-0.9212631931691038,-0.5534017842239556,0.6757756088339136,0.45991167498983865,-0.5948202508352379,0.583848876837675,-0.29625542049889897,-1.1789703646108889,-0.7398756079105289,-0.983755519753068,0.4745059795817944,-0.10373984634010545,-0.33741378235545777,1.0889491492588095,-0.25057712375614205,-1.0513750725018693,1.1848484725350497,-2.4017969158333643,-0.17119046783232508,-0.9782870854800261,-1.005546021693475,0.5816228033968345,0.20274675055087932,-0.11489468518317253,-0.4658026829067161,-0.27216130281445616,-0.34961195567715647,10.472665665713908,-0.28320283833845583,-0.07177056782637938,1.293779846727921,1.3593698771985687,0.8978542639780442,12.634603026569334,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,-0.8762976395413752,0.19142644785063326,-0.060225400417530946,1.3446378223828463,-0.5534017842239556,1.0479946654117942,0.9527925889957722,0.4076836173560638,1.972795483648213,-0.29625542049889897,-0.6036906887556184,1.4554715413482258,1.3396569057551717,-0.8113888735245582,-0.10373984634010545,0.30057492396852387,1.0889491492588095,-0.25057712375614205,0.7755597937416387,-0.7992907718352839,0.17423857385404362,-0.17119046783232508,0.28395796791657424,0.5444776845575268,1.02580734160743,0.20274675055087932,0.7207059367301811,1.2206120796916078,0.14107364971254943,-0.34961195567715647,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,0.6181975480658529,-0.6056864183781471,12.206072645530174,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,0.09370131947112526,0.0,-0.031385084123283086,0.5893374838655296,0.37448241037711255,-0.0009863122167784318,-0.6244263358232152,0.698733127476119,0.8607660182269031,-0.10364036167056874,-0.8333477925555485,0.027262553234946054,-0.17909932339108298,1.421887876658383,-0.10373984634010545,1.0615494050055623,1.0889491492588095,-0.25057712375614205,0.7755597937416387,1.1848484725350497,0.17423857385404362,-0.17119046783232508,0.28395796791657424,2.0945013908085284,-0.2259854478951575,0.20274675055087932,-0.09346902821103525,1.0637362878219963,2.3909083912484688,3.3990795365971422,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,0.60462217479861,1.7299560417649267,0.8978542639780442,11.77452020265869,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,-0.14879842028199985,-0.8920167111849839,-0.44385967488195555,0.5893374838655296,-0.5534017842239556,-1.4221863464232316,-1.7580524380368623,-0.5948202508352379,-1.0122404735317345,-0.29625542049889897,0.8401930826597835,-0.35507318624270223,-0.3990214349369631,0.8970791998605605,-0.10373984634010545,0.4543071423598447,-0.8511493350398418,-0.25057712375614205,0.7755597937416387,-0.7992907718352839,-1.1137791709896603,5.555130681158947,0.9150804946148744,2.0945013908085284,-1.9219627756083408,0.20274675055087932,-0.17917165609958435,-0.07361320323268732,-0.7313112500666846,3.020922061499296,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,-0.8641471101995789,0.14608392279994858,11.678439903447801,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,3.2461979362617517,-0.9371601761448013,-0.31804621453792126,-0.9212631931691038,0.37448241037711255,-1.1514815780029548,-1.7580524380368623,-0.5948202508352379,0.8433224187693139,-0.29625542049889897,-1.0061590785832186,-0.25887258082574555,-0.25671889217198185,-0.8113888735245582,-0.10373984634010545,-0.8850848103745383,1.0889491492588095,-0.25057712375614205,-1.0513750725018693,-0.7992907718352839,-1.1137791709896603,5.555130681158947,-0.9782870854800261,2.0945013908085284,-1.5989194750915439,-1.3744343671065415,-1.58790860201761,-0.7795542666459392,-0.6700912570997208,-0.34961195567715647,-0.11868767122248886,-0.28320283833845583,-0.07177056782637938,-0.08453549713070115,-1.9759056038986529,0.14608392279994858,11.771436160121729,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
