Id,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,PavedDrive_N,PavedDrive_P,PavedDrive_Y,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Street_Grvl,Street_Pave,Utilities_AllPub,Utilities_NoSeWa,SalePrice
1,-0.7738610250965184,1.2073785497461735,-0.10333053085137019,0.16992708860002484,0.5809068529658773,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-0.9348625359462207,-0.3596007501322808,-0.9243112113157019,0.7813658143509358,0.34889966274824835,0.3065277888545269,1.000928758749552,0.4135472163019127,1.2325988725051025,-0.20769847452544338,-0.2178786924659806,-0.2020675321782357,-0.10119701650206231,0.06733141428819403,0.525201887620202,-0.08959195989676072,-1.5521835341880752,0.20000600898329907,-0.5072842015265535,0.6461833962946006,-0.06315017346937592,-0.28593545802354126,0.986849366836289,-0.44432777771884513,-0.7407604083206012,1.0462575960103884,0.896832928430717,0.15764552917621685,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,208500
2,0.26107477608525587,-0.7850250438866518,-0.10333053085137019,0.16992708860002484,1.1781122200432832,-0.2931300124474908,-0.819679054955813,3.8224188377180313,-0.6298964037728167,-0.3596007501322808,0.6236316606467388,0.7813658143509358,-0.05979245369921088,0.3065277888545269,-0.08500032684184981,-0.4718906513878417,-0.7563210328804112,-0.20769847452544338,-0.07204408274559655,0.5018704772571131,-0.10119701650206231,-0.8736160342204271,-0.5722502445815958,-0.08959195989676072,-0.4469248572580886,-0.7028427666170877,2.188278755250165,-0.06318453668168356,-0.06315017346937592,-0.28593545802354126,-0.28775828882527155,0.4771110864538928,1.6148793004689124,0.15476400268786517,-0.39560419033923755,-0.6029615777083905,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,181500
3,-0.6107184357476674,1.2353748531695856,-0.10333053085137019,0.16992708860002484,0.09787310018268149,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-0.28851640507124515,-0.3596007501322808,0.6236316606467388,0.7813658143509358,0.6275533785078796,0.3065277888545269,0.9204895672242629,0.5637554259992817,1.2325988725051025,-0.20769847452544338,0.1371968790271284,-0.06127993029116592,-0.10119701650206231,0.06733141428819403,0.33482753815662486,-0.08959195989676072,1.0267533786485603,-0.08120918341682137,-0.5072842015265535,0.6461833962946006,-0.06315017346937592,-0.28593545802354126,-0.28775828882527155,-0.2990763311497436,-0.7407604083206012,0.9802210335420534,0.8489648869947928,0.15764552917621685,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,223500
4,-0.5062052144460596,0.9787420717883084,-0.10333053085137019,0.16992708860002484,-0.4949410509603316,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-0.04727453932213459,3.8749668872227674,0.6236316606467388,-1.0273628233099534,0.7854571507716707,1.6199611043868447,0.7998307799363293,0.4273821829845651,-0.7563210328804112,-0.20769847452544338,-0.07838471795083064,-0.43671353532335194,-0.10119701650206231,0.3025682764153493,-0.5722502445815958,-0.08959195989676072,-1.5521835341880752,-0.18481478061686574,-0.5072842015265535,0.6461833962946006,-0.06315017346937592,-0.28593545802354126,0.3495455390055087,-0.6712831629830662,-0.7407604083206012,-1.859351152596354,-0.682812438954783,-1.3635686845929977,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,140000
5,-0.037170270068112604,1.6716505815177571,-0.10333053085137019,1.3856554504222593,0.46893084663886375,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-0.16106787222265845,-0.3596007501322808,0.6236316606467388,0.7813658143509358,1.6864374983944785,1.6199611043868447,0.8802699714616183,1.3780420364639665,1.2325988725051025,-0.20769847452544338,0.5189031183822206,0.6895872797732061,-0.10119701650206231,0.06733141428819403,1.3874857057787575,-0.08959195989676072,2.132012055578547,0.5404243997834449,-0.5072842015265535,1.3555513292708847,-0.06315017346937592,-0.28593545802354126,1.6241531946670693,0.21157328569475403,0.7769671892887499,0.9472027523078859,0.7532288041229442,0.15764552917621685,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,250000
6,-0.9268072026110664,0.535467267584284,12.603223215547768,-2.2615296350444445,0.6379926601129823,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-1.1305870685351218,-0.3596007501322808,-0.9243112113157019,-1.0273628233099534,0.03309211822066622,0.3065277888545269,0.5987328011231068,-0.2742482702070929,1.2325988725051025,-0.20769847452544338,0.5005152762870417,0.7365164804022294,-0.10119701650206231,-0.16790544783896125,-0.5722502445815958,1.14431217701962,1.3951729376252227,-0.25881877861689745,-0.5072842015265535,-0.7725524696579678,-0.06315017346937592,-0.28593545802354126,-0.9250621166560519,-0.5805010088773778,-0.42456715881865303,0.7160747836687131,0.513888596943323,0.9182526360608242,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,143000
7,1.362287254190001,-0.7850250438866518,-0.10333053085137019,0.16992708860002484,2.036594935217054,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-0.554792804058471,-0.3596007501322808,0.6236316606467388,0.7813658143509358,0.7575917791957076,0.3065277888545269,1.0411483545121965,0.3819244353129929,-0.7563210328804112,-0.20769847452544338,-0.01066673395893057,0.26722447411199685,-0.10119701650206231,-0.8736160342204271,0.4692094318956205,-0.08959195989676072,0.6583338196718981,0.1408028105832737,-0.5072842015265535,1.3555513292708847,-0.06315017346937592,-0.28593545802354126,0.3495455390055087,1.4394019199741905,1.274971557254318,1.0792758772445559,0.9925690113025655,-0.6029615777083905,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,307000
8,-0.13403618249399296,1.5083388115478533,-0.10333053085137019,0.16992708860002484,0.9168348719469182,-0.10394616631498621,1.0870225425769673,-0.2498951687186003,-0.7846553365175293,3.189963298827098,2.1715745326091795,0.7813658143509358,0.05166903260464164,0.3065277888545269,-0.20565911412978333,1.164588264788758,1.2325988725051025,-0.20769847452544338,0.027123451864264604,0.0,-0.10119701650206231,0.06733141428819403,0.7715686928083607,0.5273601085614298,1.7635924966018848,2.3165203517842055,0.39123678406568596,0.6461833962946006,-0.06315017346937592,-0.28593545802354126,0.3495455390055087,0.12533023929435,1.116874932503344,0.05570915898536259,-0.5392083146470102,0.9182526360608242,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,200000
9,-0.35070993397293587,0.969409970647171,-0.10333053085137019,-1.0458012732222097,-0.969192371874742,-0.2931300124474908,-0.819679054955813,-0.2498951687186003,0.8903825237781821,2.831893241256634,2.1715745326091795,0.7813658143509358,-0.02263862493126004,0.3065277888545269,-1.8948821361608528,0.5400383402575919,-0.7563210328804112,4.455931118857386,-0.5133522930298892,-0.8590763409845612,-0.10119701650206231,-0.16790544783896125,-0.5722502445815958,-0.08959195989676072,-0.8153444162347508,-0.7028427666170877,-0.5072842015265535,0.6461833962946006,-0.06315017346937592,-0.28593545802354126,0.986849366836289,-0.2264506078651928,-0.029325596941217873,-1.3310586528496735,-1.6401732676732679,0.15764552917621685,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,129900
10,-0.21050927125126692,-0.7850250438866518,-0.10333053085137019,-1.0458012732222097,0.8992700082093473,-0.2931300124474908,1.0870225425769673,-0.2498951687186003,-0.9576212025263255,-0.3596007501322808,2.1715745326091795,-1.0273628233099534,-1.2440707456776439,-1.0069055266777909,-1.5731253700596965,-0.8375290565722269,-0.7563210328804112,4.455931118857386,-0.34849577769380286,-0.9060055416135845,-0.10119701650206231,3.1254106219412128,-0.5722502445815958,-0.08959195989676072,-1.9206030931647375,-0.6436395682170623,0.39123678406568596,-0.7725524696579678,-0.06315017346937592,-0.28593545802354126,-0.9250621166560519,-0.13793800761214656,-0.7407604083206012,-1.0669124029763333,-1.6401732676732679,0.15764552917621685,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,118000
