Id,SalePrice
1461,102560.32886854987
1462,144296.68884113996
1463,175885.10950522652
1464,189457.46525591818
1465,180300.04202132826
1466,175108.46982038545
1467,179549.83885264018
1468,156741.3639321277
1469,194478.1539208027
1470,123602.02441486635
1471,206807.606302553
1472,102619.05395757881
1473,97039.78576201237
1474,143224.28475449624
1475,101562.45921271898
1476,392814.5111255337
1477,258120.39412456838
1478,269917.65139561176
1479,287089.2548841196
1480,491201.29393428727
1481,323090.0114407971
1482,203645.44990818857
1483,163010.50952196703
1484,162613.79923986195
1485,170627.74927615657
1486,191446.32812308765
1487,360225.262074499
1488,219465.0702884036
1489,196718.71392779038
1490,229823.88501740142
1491,192089.29223125454
1492,85833.5705553195
1493,205648.04273207995
1494,282080.33791353635
1495,280462.7031758079
1496,238634.02552921989
1497,172358.5009105571
1498,169681.19159482393
1499,168513.91281500802
1500,159763.72455101894
1501,190653.98227318926
1502,145079.11859988119
1503,318048.7643014911
1504,246996.18193707868
1505,230035.11184777497
1506,189570.86277977846
1507,253742.28369430834
1508,210495.04902328283
1509,167730.62519068408
1510,140891.91881916032
1511,161322.1958211839
1512,170737.42928309029
1513,151918.3490095236
1514,158470.05049254978
1515,195711.0960212946
1516,150424.7107694835
1517,158751.98162888235
1518,107146.3390263117
1519,225232.70612992937
1520,129549.28466530681
1521,130490.6481748984
1522,166001.16846359224
1523,103587.92139874307
1524,113493.03603842716
1525,136994.07010474033
1526,101298.1162329583
1527,91089.99489207871
1528,141007.60362993015
1529,142980.19259491298
1530,178091.45519006095
1531,132544.81522100815
1532,95629.29328071956
1533,146898.24734787765
1534,110573.15232503506
1535,151898.58730105052
1536,112219.6515697744
1537,47405.750478011
1538,186421.64428415213
1539,215103.53976634826
1540,92661.7403127892
1541,137616.81382452976
1542,126149.57449829532
1543,199247.15185284763
1544,80434.52456950925
1545,117181.38006447235
1546,110445.59053072146
1547,117086.52711652982
1548,120250.8574236913
1549,110743.13501453007
1550,123992.58843048505
1551,112904.77803770245
1552,145801.33128712996
1553,132772.32468609477
1554,111005.71230130433
1555,145881.4373046888
1556,98067.30167744162
1557,111502.54041512909
1558,104572.4584754953
1559,81827.91759528144
1560,117171.20156036585
1561,112217.72900852528
1562,127784.69173263559
1563,121215.39466526944
1564,156461.45563313892
1565,131412.37712041094
1566,242453.2394389926
1567,74500.39567430128
1568,230197.15978592428
1569,140460.94575776454
1570,136085.05377706667
1571,120991.6951774647
1572,147457.3124266815
1573,252386.74254381983
1574,130543.88038760336
1575,208209.29388653833
1576,284550.668706585
1577,176107.91087591945
1578,164407.09783693464
1579,152416.1677544688
1580,198509.8525389516
1581,162715.54765195222
1582,125654.07515230787
1583,328873.1675650507
1584,226607.64821319852
1585,144350.39384258818
1586,73695.15812910112
1587,89176.10971537416
1588,155780.8968114232
1589,96516.29137977937
1590,131509.57159464003
1591,91336.68432412957
1592,109714.75140663605
1593,105022.7793070897
1594,163971.86081597523
1595,85823.06309278285
1596,220964.94109619048
1597,195383.37993498295
1598,205689.90778325597
1599,177720.86959987215
1600,162957.91652946622
1601,80517.69820007145
1602,112840.82322066823
1603,129695.37194988686
1604,274412.6720134601
1605,255064.40635962118
1606,165417.7390701654
1607,174870.12480874214
1608,215878.28483782354
1609,170468.3535614894
1610,143040.0227637987
1611,124248.74658514312
1612,161707.08990733657
1613,155373.68880098645
1614,109565.73466320567
1615,89152.72580632985
1616,71000.10245977064
1617,89740.17790526783
1618,119491.4375792383
1619,129703.34825119183
1620,218120.50538141545
1621,129704.34926427135
1622,142925.93162553434
1623,303107.80300060625
1624,218482.25675972668
1625,121168.1836178586
1626,158740.89081846832
1627,191463.43476467888
1628,277062.317373525
1629,173636.46713724584
1630,348088.54420080513
1631,224520.14421916174
1632,242219.6456080482
1633,155984.2822239682
1634,183550.28773998903
1635,165407.72849476902
1636,142792.15866551953
1637,196646.6587259604
1638,194216.72266664798
1639,182175.22083325722
1640,245468.8704911635
1641,184108.97472283535
1642,226616.39792233077
1643,208605.12738989416
1644,222295.6201786606
1645,198633.61903468316
1646,159524.2688842028
1647,160401.5892770767
1648,118600.90271144296
1649,131713.60730130208
1650,119027.80379946931
1651,124821.966813159
1652,101812.02085451443
1653,95856.05930585366
1654,152164.57051334166
1655,125290.576307753
1656,135615.1341907362
1657,150663.7158895635
1658,140173.17445500314
1659,113419.50545822812
1660,165995.5036349314
1661,437089.3451681235
1662,370666.76723576343
1663,367904.6273844688
1664,511143.292059936
1665,301970.6090525766
1666,335140.2407851879
1667,348327.27718668233
1668,352956.66504967783
1669,302686.2563373395
1670,355987.6145551317
1671,248298.23526892328
1672,405839.2449555999
1673,309449.73620733013
1674,233370.13636411598
1675,189830.30663786724
1676,196848.19040347985
1677,217451.4318964509
1678,466524.1086724617
1679,379771.89358334825
1680,325962.371870474
1681,238504.60956634927
1682,299777.67410537734
1683,181007.64652518608
1684,154649.41372997072
1685,152474.55830608067
1686,161604.4713035355
1687,154233.2163996299
1688,187354.69992061364
1689,187416.326794315
1690,189880.79144653858
1691,175329.31886071747
1692,263911.8091717225
1693,143642.79202807666
1694,173854.99305258173
1695,150034.12149150096
1696,265972.74373049627
1697,159716.37778509667
1698,330272.8077256209
1699,352990.9849458149
1700,231318.58220241114
1701,257308.0738333228
1702,230956.0245239453
1703,229412.7781924287
1704,287088.6759584992
1705,231662.02993720557
1706,376793.15577018633
1707,211495.3246692649
1708,198347.12167866502
1709,262985.31646468636
1710,214319.5244176646
1711,262941.72545577143
1712,256034.7668525396
1713,282103.87572691904
1714,223965.27562663495
1715,194263.10754412884
1716,191389.23907592573
1717,173068.75009782027
1718,122459.74265050067
1719,220209.1103567545
1720,246269.5802923666
1721,164634.40540914322
1722,112927.66309029628
1723,161473.1148109072
1724,208311.6703769274
1725,238193.50378237056
1726,181221.81317016558
1727,147503.95072954494
1728,168578.59692825025
1729,162737.08254797483
1730,152328.7996256986
1731,132481.85589228853
1732,142045.5584651056
1733,120865.57758550186
1734,119777.26338345258
1735,135171.53770186688
1736,96399.06451959533
1737,320216.11143069575
1738,250043.8296542475
1739,279691.78390962677
1740,225272.77701790145
1741,191121.30362225
1742,169170.97032353445
1743,175293.67223270808
1744,318799.4899954665
1745,198484.97692408564
1746,183495.7796396038
1747,210790.78938145624
1748,246562.62510727972
1749,138028.6519382384
1750,129337.1732993444
1751,243680.85963455116
1752,108613.40647233736
1753,142801.2930136716
1754,217204.65587427458
1755,172209.5995512414
1756,130783.93555265717
1757,131172.9794662081
1758,142823.31536507254
1759,154897.05975524525
1760,156897.66603144427
1761,142656.4581572492
1762,186579.25097675298
1763,175816.14314895938
1764,107360.84825423018
1765,169605.3277665539
1766,188614.12397334984
1767,212310.79501621873
1768,135566.8550714751
1769,176810.5237984945
1770,146354.85258469539
1771,116518.05021637428
1772,116039.45834125251
1773,135759.0491287683
1774,119790.07119819295
1775,134650.09835422743
1776,129717.94522318507
1777,127286.29020541161
1778,142169.8119612756
1779,113829.95678649504
1780,175193.32918849113
1781,128999.25734012903
1782,97859.6870836376
1783,142191.56640187526
1784,120906.89652762558
1785,111869.27549280647
1786,144574.9750788269
1787,173410.79147888382
1788,82600.98838670709
1789,91658.96235574334
1790,78194.64665235108
1791,224100.09329172687
1792,152722.79344570724
1793,134731.36074355332
1794,162140.16555394497
1795,134789.7818124529
1796,131503.58601324103
1797,116364.74700666255
1798,111978.95079986352
1799,135546.92380078917
1800,131633.7511199323
1801,147835.61887566122
1802,148923.15637883192
1803,158485.79568114225
1804,144714.16584293146
1805,138238.5520099814
1806,129048.32418363114
1807,137900.84392268735
1808,118772.98556909272
1809,119173.9003966776
1810,136329.74933201313
1811,99532.48558247066
1812,91510.5831017861
1813,122620.88120054881
1814,95313.83543452813
1815,65393.7231277402
1816,93892.7769307396
1817,95490.0663207587
1818,158369.4261190851
1819,122496.7839065905
1820,44305.03231019396
1821,123108.15600401125
1822,155484.96006791067
1823,69258.81308953297
1824,124748.27647476588
1825,130425.45271831419
1826,105312.93568763099
1827,85446.20419110739
1828,122235.43866559077
1829,114172.0290653488
1830,150314.11017536122
1831,152440.67798094396
1832,88139.34604505246
1833,147635.5611527681
1834,122518.33028713433
1835,137805.287699768
1836,131863.90615177064
1837,101389.73844707634
1838,136049.18083196838
1839,93562.94771854498
1840,161743.1192624406
1841,144213.33944859775
1842,93903.27571475248
1843,135516.0293787259
1844,132983.30643077835
1845,131011.17164622225
1846,144242.61497373745
1847,168691.00895633656
1848,49449.390860552725
1849,114838.21593309606
1850,103605.75641600904
1851,153334.3303782408
1852,120572.17447238992
1853,128386.40671319648
1854,166614.6697531249
1855,135397.49653647997
1856,232303.81319248566
1857,169322.88902949743
1858,143735.6883484422
1859,119721.04080308878
1860,140505.2325998003
1861,118900.4550283871
1862,338973.7610611592
1863,318981.2929507791
1864,319000.7022186009
1865,395093.968874746
1866,344876.4924444242
1867,238090.71859765885
1868,288471.2645302635
1869,207613.73728698885
1870,240429.21771429537
1871,263215.68006424373
1872,156406.5718231857
1873,239641.62674867685
1874,149787.80678845174
1875,201169.83183262835
1876,201373.20985339172
1877,214470.7708443207
1878,205645.16086697933
1879,130385.59904344645
1880,137410.15829977902
1881,275680.7560306224
1882,254690.30165975008
1883,186874.5226544916
1884,209396.48079756618
1885,240698.2088489039
1886,281720.5557244355
1887,203484.83168249673
1888,275118.0067242436
1889,162495.19292691542
1890,126314.36485924206
1891,134975.74642184062
1892,106477.41896320674
1893,138016.3931476655
1894,129563.27214044139
1895,125148.99236271772
1896,123769.8425934428
1897,113969.92335220329
1898,122102.80336210786
1899,171170.31706616894
1900,171904.3405802404
1901,171365.93810110024
1902,131628.28120553968
1903,246349.30659480285
1904,133407.8309831873
1905,187018.01817067844
1906,156721.81921597308
1907,196134.65964441543
1908,96475.60681674213
1909,119191.20585053667
1910,101872.18645153382
1911,193794.39414490765
1912,280899.6890928972
1913,147456.80186657544
1914,78405.05772621592
1915,356347.68908650597
1916,92384.05481082572
1917,252320.231329093
1918,131334.59728546801
1919,161398.14319701056
1920,157458.191166609
1921,367565.6228520201
1922,327684.5893411945
1923,225871.14846233808
1924,230290.14398197137
1925,213355.4351603744
1926,381527.0336905251
1927,120410.12512239849
1928,162573.75525760296
1929,113079.31843191733
1930,111563.0081068572
1931,139401.67380814865
1932,138970.53920936215
1933,196227.1588976215
1934,180499.95072504014
1935,169303.64615151146
1936,194275.2670547058
1937,188203.07948466128
1938,168906.87737299752
1939,241085.74491584912
1940,181105.8054092488
1941,173937.39632074122
1942,180004.5874991244
1943,209517.83179640947
1944,352306.66610540275
1945,355794.40235163784
1946,138061.91246681547
1947,267692.0132169357
1948,192906.38809365546
1949,225621.56734686394
1950,181916.5489633385
1951,241163.00131162236
1952,214359.79744362345
1953,176140.82931010902
1954,193821.87176115336
1955,140395.51125310222
1956,337566.59490968497
1957,144341.43631649725
1958,293070.0414840652
1959,157329.1505225695
1960,121683.49798885033
1961,112111.41722068567
1962,95556.21269634925
1963,117315.92823811143
1964,114289.0673917817
1965,147541.61213178383
1966,139165.57767784005
1967,308248.86395014613
1968,402649.60906222963
1969,352443.99271646736
1970,366118.67249987496
1971,433332.07237427984
1972,353902.38840408064
